response,instruction,context,combined_column,combined_column_len
SELECT note FROM death WHERE note LIKE '%East%',What are the notes of the death events which has substring 'East'?,CREATE TABLE death (note VARCHAR),"Instruction: What are the notes of the death events which has substring 'East'?
Context: CREATE TABLE death (note VARCHAR)
Response: SELECT note FROM death WHERE note LIKE '%East%'",180
"SELECT wrestlers FROM table_name_58 WHERE days_held = ""69""",Name the wrestlers for days held of 69,"CREATE TABLE table_name_58 (wrestlers VARCHAR, days_held VARCHAR)","Instruction: Name the wrestlers for days held of 69
Context: CREATE TABLE table_name_58 (wrestlers VARCHAR, days_held VARCHAR)
Response: SELECT wrestlers FROM table_name_58 WHERE days_held = ""69""",195
"SELECT points FROM table_14058433_3 WHERE tries_for = ""83""",How many points were made when the tries for was 83?,"CREATE TABLE table_14058433_3 (points VARCHAR, tries_for VARCHAR)","Instruction: How many points were made when the tries for was 83?
Context: CREATE TABLE table_14058433_3 (points VARCHAR, tries_for VARCHAR)
Response: SELECT points FROM table_14058433_3 WHERE tries_for = ""83""",209
"SELECT year FROM table_name_66 WHERE moves = 14 AND opening = ""c54 italian game""",What year has 14 moves and an opening of C54 Italian Game?,"CREATE TABLE table_name_66 (year VARCHAR, moves VARCHAR, opening VARCHAR)","Instruction: What year has 14 moves and an opening of C54 Italian Game?
Context: CREATE TABLE table_name_66 (year VARCHAR, moves VARCHAR, opening VARCHAR)
Response: SELECT year FROM table_name_66 WHERE moves = 14 AND opening = ""c54 italian game""",245
"SELECT record FROM table_name_2 WHERE attendance = ""19,887""","What was the score when attendance was 19,887?","CREATE TABLE table_name_2 (record VARCHAR, attendance VARCHAR)","Instruction: What was the score when attendance was 19,887?
Context: CREATE TABLE table_name_2 (record VARCHAR, attendance VARCHAR)
Response: SELECT record FROM table_name_2 WHERE attendance = ""19,887""",201
"SELECT brooklyn FROM table_23837321_4 WHERE manhattan = ""15.5_percentage""",what percentage is brooklyn when manhattan is 15.5%?,"CREATE TABLE table_23837321_4 (brooklyn VARCHAR, manhattan VARCHAR)","Instruction: what percentage is brooklyn when manhattan is 15.5%?
Context: CREATE TABLE table_23837321_4 (brooklyn VARCHAR, manhattan VARCHAR)
Response: SELECT brooklyn FROM table_23837321_4 WHERE manhattan = ""15.5_percentage""",226
"SELECT MAX(district) FROM table_26416704_2 WHERE incumbent = ""Brian W. Thomas""",What is the highest numbred district that has brian w. thomas as an incumbent?,"CREATE TABLE table_26416704_2 (district INTEGER, incumbent VARCHAR)","Instruction: What is the highest numbred district that has brian w. thomas as an incumbent?
Context: CREATE TABLE table_26416704_2 (district INTEGER, incumbent VARCHAR)
Response: SELECT MAX(district) FROM table_26416704_2 WHERE incumbent = ""Brian W. Thomas""",257
SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID = T2.Conductor_ID WHERE Year_of_Founded > 2008,Please show the name of the conductor that has conducted orchestras founded after 2008.,"CREATE TABLE orchestra (Conductor_ID VARCHAR); CREATE TABLE conductor (Name VARCHAR, Conductor_ID VARCHAR)","Instruction: Please show the name of the conductor that has conducted orchestras founded after 2008.
Context: CREATE TABLE orchestra (Conductor_ID VARCHAR); CREATE TABLE conductor (Name VARCHAR, Conductor_ID VARCHAR)
Response: SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID = T2.Conductor_ID WHERE Year_of_Founded > 2008",349
"SELECT greek_national_account FROM table_27146868_1 WHERE 1997 = ""6.1""",What is the greek national account when 1997 is 6.1?,CREATE TABLE table_27146868_1 (greek_national_account VARCHAR),"Instruction: What is the greek national account when 1997 is 6.1?
Context: CREATE TABLE table_27146868_1 (greek_national_account VARCHAR)
Response: SELECT greek_national_account FROM table_27146868_1 WHERE 1997 = ""6.1""",218
SELECT player FROM table_28697228_4 WHERE total_offense = 454,What is the name of the player with total offense of 454?,"CREATE TABLE table_28697228_4 (player VARCHAR, total_offense VARCHAR)","Instruction: What is the name of the player with total offense of 454?
Context: CREATE TABLE table_28697228_4 (player VARCHAR, total_offense VARCHAR)
Response: SELECT player FROM table_28697228_4 WHERE total_offense = 454",221
"SELECT venue FROM table_name_45 WHERE home_team = ""collingwood""",What is Collingwood's home venue?,"CREATE TABLE table_name_45 (venue VARCHAR, home_team VARCHAR)","Instruction: What is Collingwood's home venue?
Context: CREATE TABLE table_name_45 (venue VARCHAR, home_team VARCHAR)
Response: SELECT venue FROM table_name_45 WHERE home_team = ""collingwood""",191
"SELECT home FROM table_name_66 WHERE visitor = ""raptors""",What is the home team of the game with the Raptors as the visitor team?,"CREATE TABLE table_name_66 (home VARCHAR, visitor VARCHAR)","Instruction: What is the home team of the game with the Raptors as the visitor team?
Context: CREATE TABLE table_name_66 (home VARCHAR, visitor VARCHAR)
Response: SELECT home FROM table_name_66 WHERE visitor = ""raptors""",219
"SELECT COUNT(yards) FROM table_19418696_3 WHERE qb_rating = ""72.3""",How many yardage figures for the player with 72.3 QB rating?,"CREATE TABLE table_19418696_3 (yards VARCHAR, qb_rating VARCHAR)","Instruction: How many yardage figures for the player with 72.3 QB rating?
Context: CREATE TABLE table_19418696_3 (yards VARCHAR, qb_rating VARCHAR)
Response: SELECT COUNT(yards) FROM table_19418696_3 WHERE qb_rating = ""72.3""",224
"SELECT overall_fht_points FROM table_name_90 WHERE name = ""denis kornilov""",What is the overall FHT points for Denis Kornilov?,"CREATE TABLE table_name_90 (overall_fht_points VARCHAR, name VARCHAR)","Instruction: What is the overall FHT points for Denis Kornilov?
Context: CREATE TABLE table_name_90 (overall_fht_points VARCHAR, name VARCHAR)
Response: SELECT overall_fht_points FROM table_name_90 WHERE name = ""denis kornilov""",227
"SELECT MIN(no) FROM table_28578594_1 WHERE driver = ""Nello Pagani""",Name the least number for nello pagani,"CREATE TABLE table_28578594_1 (no INTEGER, driver VARCHAR)","Instruction: Name the least number for nello pagani
Context: CREATE TABLE table_28578594_1 (no INTEGER, driver VARCHAR)
Response: SELECT MIN(no) FROM table_28578594_1 WHERE driver = ""Nello Pagani""",196
"SELECT schwaben FROM table_name_15 WHERE oberbayern = ""fc bayern munich ii"" AND mittelfranken = ""1. fc nuremberg ii""",Which Schwaben has a Oberbayern of fc bayern munich ii and a Mittelfranken of 1. fc nuremberg ii?,"CREATE TABLE table_name_15 (schwaben VARCHAR, oberbayern VARCHAR, mittelfranken VARCHAR)","Instruction: Which Schwaben has a Oberbayern of fc bayern munich ii and a Mittelfranken of 1. fc nuremberg ii?
Context: CREATE TABLE table_name_15 (schwaben VARCHAR, oberbayern VARCHAR, mittelfranken VARCHAR)
Response: SELECT schwaben FROM table_name_15 WHERE oberbayern = ""fc bayern munich ii"" AND mittelfranken = ""1. fc nuremberg ii""",335
SELECT MIN(lost) FROM table_15405904_1 WHERE position = 2,When the position is 2 what is the number lost?,"CREATE TABLE table_15405904_1 (lost INTEGER, position VARCHAR)","Instruction: When the position is 2 what is the number lost?
Context: CREATE TABLE table_15405904_1 (lost INTEGER, position VARCHAR)
Response: SELECT MIN(lost) FROM table_15405904_1 WHERE position = 2",200
"SELECT event FROM table_name_13 WHERE record = ""3-0""","What is Event, when Record is ""3-0""?","CREATE TABLE table_name_13 (event VARCHAR, record VARCHAR)","Instruction: What is Event, when Record is ""3-0""?
Context: CREATE TABLE table_name_13 (event VARCHAR, record VARCHAR)
Response: SELECT event FROM table_name_13 WHERE record = ""3-0""",180
SELECT AVG(wins) FROM table_name_14 WHERE rank < 1,"On average, how many wins have a rank lower than 1?","CREATE TABLE table_name_14 (wins INTEGER, rank INTEGER)","Instruction: On average, how many wins have a rank lower than 1?
Context: CREATE TABLE table_name_14 (wins INTEGER, rank INTEGER)
Response: SELECT AVG(wins) FROM table_name_14 WHERE rank < 1",190
"SELECT score FROM table_name_27 WHERE record = ""8–11–1""",What was the score of the Kings game when they had a record of 8–11–1?,"CREATE TABLE table_name_27 (score VARCHAR, record VARCHAR)","Instruction: What was the score of the Kings game when they had a record of 8–11–1?
Context: CREATE TABLE table_name_27 (score VARCHAR, record VARCHAR)
Response: SELECT score FROM table_name_27 WHERE record = ""8–11–1""",217
"SELECT 2 AS nd_leg FROM table_name_46 WHERE agg = ""4-9""",What was the 2nd leg score of the aggregate score of 4-9?,CREATE TABLE table_name_46 (agg VARCHAR),"Instruction: What was the 2nd leg score of the aggregate score of 4-9?
Context: CREATE TABLE table_name_46 (agg VARCHAR)
Response: SELECT 2 AS nd_leg FROM table_name_46 WHERE agg = ""4-9""",186
"SELECT AVG(crowd) FROM table_name_48 WHERE home_team = ""melbourne""",What's the average crowd size when the Home team is melbourne?,"CREATE TABLE table_name_48 (crowd INTEGER, home_team VARCHAR)","Instruction: What's the average crowd size when the Home team is melbourne?
Context: CREATE TABLE table_name_48 (crowd INTEGER, home_team VARCHAR)
Response: SELECT AVG(crowd) FROM table_name_48 WHERE home_team = ""melbourne""",223
"SELECT date FROM table_name_96 WHERE result = ""w 23–17""",WHEN has a Result of w 23–17?,"CREATE TABLE table_name_96 (date VARCHAR, result VARCHAR)","Instruction: WHEN has a Result of w 23–17?
Context: CREATE TABLE table_name_96 (date VARCHAR, result VARCHAR)
Response: SELECT date FROM table_name_96 WHERE result = ""w 23–17""",175
SELECT SUM(city_population) FROM district WHERE city_area > (SELECT AVG(city_area) FROM district),Find the total population of the districts where the area is bigger than the average city area.,"CREATE TABLE district (city_population INTEGER, city_area INTEGER)","Instruction: Find the total population of the districts where the area is bigger than the average city area.
Context: CREATE TABLE district (city_population INTEGER, city_area INTEGER)
Response: SELECT SUM(city_population) FROM district WHERE city_area > (SELECT AVG(city_area) FROM district)",292
"SELECT MIN(overall) FROM table_name_91 WHERE player = ""louis coleman""",What was the lowest overall for Louis Coleman?,"CREATE TABLE table_name_91 (overall INTEGER, player VARCHAR)","Instruction: What was the lowest overall for Louis Coleman?
Context: CREATE TABLE table_name_91 (overall INTEGER, player VARCHAR)
Response: SELECT MIN(overall) FROM table_name_91 WHERE player = ""louis coleman""",209
"SELECT podiums FROM table_name_87 WHERE wins = ""0"" AND fl = ""0"" AND points = ""35""","What is the number of podiums with 0 wins, 0 F.L. and 35 points?","CREATE TABLE table_name_87 (podiums VARCHAR, points VARCHAR, wins VARCHAR, fl VARCHAR)","Instruction: What is the number of podiums with 0 wins, 0 F.L. and 35 points?
Context: CREATE TABLE table_name_87 (podiums VARCHAR, points VARCHAR, wins VARCHAR, fl VARCHAR)
Response: SELECT podiums FROM table_name_87 WHERE wins = ""0"" AND fl = ""0"" AND points = ""35""",265
"SELECT AVG(february) FROM table_name_62 WHERE record = ""29–24–9""",How many february games had a record of 29–24–9?,"CREATE TABLE table_name_62 (february INTEGER, record VARCHAR)","Instruction: How many february games had a record of 29–24–9?
Context: CREATE TABLE table_name_62 (february INTEGER, record VARCHAR)
Response: SELECT AVG(february) FROM table_name_62 WHERE record = ""29–24–9""",207
"SELECT COUNT(jons_team) FROM table_23292220_17 WHERE episode = ""15x07""",Name the total number of jons team for 15x07,"CREATE TABLE table_23292220_17 (jons_team VARCHAR, episode VARCHAR)","Instruction: Name the total number of jons team for 15x07
Context: CREATE TABLE table_23292220_17 (jons_team VARCHAR, episode VARCHAR)
Response: SELECT COUNT(jons_team) FROM table_23292220_17 WHERE episode = ""15x07""",215
SELECT team FROM table_name_20 WHERE goals_against < 64 AND points_2 = 63 AND goals_for = 101,"What team has less than 64 goals against, 101 goals for, and a Points 2 total of 63?","CREATE TABLE table_name_20 (team VARCHAR, goals_for VARCHAR, goals_against VARCHAR, points_2 VARCHAR)","Instruction: What team has less than 64 goals against, 101 goals for, and a Points 2 total of 63?
Context: CREATE TABLE table_name_20 (team VARCHAR, goals_for VARCHAR, goals_against VARCHAR, points_2 VARCHAR)
Response: SELECT team FROM table_name_20 WHERE goals_against < 64 AND points_2 = 63 AND goals_for = 101",312
"SELECT format FROM table_27303975_2 WHERE title = ""Quick Callanetics: Hips and Behind""",Name the format for  quick callanetics: hips and behind,"CREATE TABLE table_27303975_2 (format VARCHAR, title VARCHAR)","Instruction: Name the format for  quick callanetics: hips and behind
Context: CREATE TABLE table_27303975_2 (format VARCHAR, title VARCHAR)
Response: SELECT format FROM table_27303975_2 WHERE title = ""Quick Callanetics: Hips and Behind""",236
"SELECT outcome FROM table_name_56 WHERE opponent_in_final = ""nina bratchikova kathrin wörle""",Name the outcome that had an opponent in final of nina bratchikova kathrin wörle,"CREATE TABLE table_name_56 (outcome VARCHAR, opponent_in_final VARCHAR)","Instruction: Name the outcome that had an opponent in final of nina bratchikova kathrin wörle
Context: CREATE TABLE table_name_56 (outcome VARCHAR, opponent_in_final VARCHAR)
Response: SELECT outcome FROM table_name_56 WHERE opponent_in_final = ""nina bratchikova kathrin wörle""",277
"SELECT MAX(year) FROM table_name_11 WHERE region = ""southeast""",What's the highest Year with the Region of Southeast?,"CREATE TABLE table_name_11 (year INTEGER, region VARCHAR)","Instruction: What's the highest Year with the Region of Southeast?
Context: CREATE TABLE table_name_11 (year INTEGER, region VARCHAR)
Response: SELECT MAX(year) FROM table_name_11 WHERE region = ""southeast""",206
"SELECT tail_number FROM table_name_32 WHERE fatalities = ""3/3""",What was the tail number with 3/3 fatalities?,"CREATE TABLE table_name_32 (tail_number VARCHAR, fatalities VARCHAR)","Instruction: What was the tail number with 3/3 fatalities?
Context: CREATE TABLE table_name_32 (tail_number VARCHAR, fatalities VARCHAR)
Response: SELECT tail_number FROM table_name_32 WHERE fatalities = ""3/3""",209
"SELECT lyricist FROM table_11827596_4 WHERE film_name = ""Gopal Krishna"" AND co_singer = ""Solo""",Who was the lyricist for gopal krishna and co singer of solo?,"CREATE TABLE table_11827596_4 (lyricist VARCHAR, film_name VARCHAR, co_singer VARCHAR)","Instruction: Who was the lyricist for gopal krishna and co singer of solo?
Context: CREATE TABLE table_11827596_4 (lyricist VARCHAR, film_name VARCHAR, co_singer VARCHAR)
Response: SELECT lyricist FROM table_11827596_4 WHERE film_name = ""Gopal Krishna"" AND co_singer = ""Solo""",275
